temperature,pressure,c1_x,c1_liq,c1_vap,Q
309.0134179,11207.5312,0.1,0.056112319,0.134071415,0.562957799
313.0619062,10149.06262,0.1,0.056146901,0.14055687,0.519525116
309.0134179,12300.45225,0.1,0.056169878,0.128373209,0.607037394
325.207371,15898.17416,0.1,0.056170153,0.112244106,0.781643613
325.207371,19429.81601,0.1,0.056197804,0.101999806,0.956338022
300.9164414,9167.390796,0.1,0.056274751,0.147952898,0.476942981
309.0134179,13337.25393,0.1,0.056319377,0.123359234,0.651561997
313.0619062,15029.08108,0.1,0.056333121,0.115446024,0.738703009
329.2558593,34785.54102,0.15,0.056349425,0.171364716,0.81424456
333.3043476,39052.3478,0.15,0.056401788,0.156168711,0.93816878
304.9649297,8476.500983,0.1,0.056497882,0.156407113,0.435416406
321.1588828,14269.05995,0.1,0.056561573,0.118943395,0.696331491
304.9649297,11397.35219,0.1,0.056621031,0.133172218,0.56666618
296.8679531,10334.22709,0.1,0.056642384,0.139465029,0.52349953
309.0134179,17852.99249,0.1,0.05666035,0.106473919,0.870037042
309.0134179,16936.09764,0.1,0.056671589,0.109079104,0.826759496
317.1103945,12491.40858,0.1,0.05669181,0.127636455,0.610450442
325.207371,18788.15962,0.1,0.056719477,0.104101491,0.913437806
304.9649297,15978.73933,0.1,0.056751373,0.111933028,0.783750083
296.8679531,9298.24118,0.1,0.0567567,0.146631736,0.481149185
337.3528359,36914.77279,0.15,0.056829016,0.163043835,0.877193828
317.1103945,19455.27864,0.1,0.056851218,0.101947673,0.956810937
309.0134179,13435.78579,0.1,0.056854812,0.122760052,0.654654891
313.0619062,15142.40885,0.1,0.056898252,0.115053684,0.741147409
300.9164414,8594.893678,0.1,0.056965698,0.154812105,0.439814844
337.3528359,32305.53923,0.15,0.057001728,0.180189394,0.754931684
313.0619062,14361.25694,0.1,0.057111105,0.11846129,0.699083388
300.9164414,11603.25682,0.1,0.057128293,0.132302696,0.570296613
317.1103945,10488.86972,0.1,0.057136396,0.138411144,0.527391414
304.9649297,12621.10968,0.1,0.057212402,0.126922713,0.613791523
309.0134179,9483.245111,0.1,0.057237252,0.145358807,0.485270012
329.2558593,17000.11299,0.1,0.057269612,0.108847549,0.828462518
317.1103945,17901.68791,0.1,0.057276296,0.106307752,0.871352953
309.0134179,16059.55806,0.1,0.057332315,0.111629843,0.78581266
317.1103945,18825.83274,0.1,0.057354368,0.103995252,0.914340135
325.207371,35015.92069,0.15,0.05735526,0.170703498,0.817346099
313.0619062,13559.57055,0.1,0.057389113,0.122178524,0.657682886
304.9649297,8715.502688,0.1,0.057432291,0.153278068,0.444127121
333.3043476,39095.72003,0.15,0.057447754,0.155987633,0.939236445
325.207371,15227.07259,0.1,0.057462798,0.114671756,0.743540929
333.3043476,19459.82914,0.1,0.057506278,0.101896609,0.957274291
300.9164414,10639.92674,0.1,0.057628951,0.137393208,0.531203456
317.1103945,11772.84948,0.1,0.057634147,0.131461306,0.573851867
304.9649297,14449.5887,0.1,0.057659803,0.117992533,0.701778252
313.0619062,9653.677794,0.1,0.057716392,0.144131521,0.489307931
304.9649297,12784.27735,0.1,0.057731728,0.126230806,0.617063377
341.4013242,36987.47527,0.15,0.057854121,0.162653531,0.879259522
325.207371,17082.91878,0.1,0.057867928,0.108621444,0.830131097
309.0134179,17967.60434,0.1,0.057893003,0.106145293,0.872642452
292.8194648,8829.051147,0.1,0.057897613,0.151801673,0.448355341
309.0134179,16146.06338,0.1,0.057913155,0.111334154,0.787833353
317.1103945,13676.65683,0.1,0.057922381,0.121613758,0.660648599
333.3043476,32548.33182,0.15,0.05798354,0.179235331,0.75888743
309.0134179,18857.63536,0.1,0.05799057,0.10389125,0.915224561
317.1103945,15291.03822,0.1,0.058026913,0.114299718,0.745885813
300.9164414,10819.32109,0.1,0.058120077,0.136409336,0.534938301
309.0134179,11885.26748,0.1,0.058138649,0.130646598,0.57733465
329.2558593,19468.48444,0.1,0.058163298,0.101846553,0.957728595
296.8679531,9827.427542,0.1,0.058194116,0.142947443,0.493265403
309.0134179,14548.54812,0.1,0.058207796,0.117536454,0.7044185
313.0619062,12933.51446,0.1,0.058249869,0.125559622,0.620268668
345.4498124,35234.76731,0.15,0.058358353,0.170071539,0.820329724
304.9649297,8954.504394,0.1,0.058361625,0.150379799,0.452501639
321.1588828,13821.40241,0.1,0.058454725,0.121064912,0.663554563
309.0134179,17140.56589,0.1,0.058466752,0.108400512,0.831766888
349.4983007,39220.18155,0.15,0.058489902,0.155814005,0.940261411
325.207371,16209.6782,0.1,0.05849408,0.111045585,0.789814099
325.207371,18026.13724,0.1,0.058510719,0.105986352,0.873906859
325.207371,15405.91976,0.1,0.058590757,0.113937076,0.748184226
309.0134179,10977.71154,0.1,0.058609806,0.135457755,0.538598552
309.0134179,18890.80086,0.1,0.058628372,0.103789369,0.916092015
317.1103945,12063.81209,0.1,0.05864186,0.129857203,0.580747605
317.1103945,9956.81049,0.1,0.058670428,0.141804288,0.497144875
304.9649297,14599.30099,0.1,0.058755224,0.117092421,0.707006472
304.9649297,13050.91238,0.1,0.058766916,0.124908115,0.623409982
321.1588828,19480.83495,0.1,0.058822613,0.101797451,0.958174342
300.9164414,9093.150739,0.1,0.058824302,0.149009514,0.456568177
337.3528359,37125.65756,0.15,0.058875781,0.162279743,0.881244945
333.3043476,32804.35627,0.15,0.058963264,0.178324513,0.762699256
309.0134179,13928.4451,0.1,0.058986263,0.120531188,0.666403234
317.1103945,17221.03067,0.1,0.059066314,0.108184488,0.833371492
313.0619062,16319.21224,0.1,0.05907529,0.110763778,0.791756772
313.0619062,11128.31633,0.1,0.059098182,0.134536796,0.542186763
321.1588828,18053.3185,0.1,0.059129709,0.105830743,0.875147451
304.9649297,12213.19052,0.1,0.059143852,0.129091834,0.58409331
300.9164414,10126.78009,0.1,0.059145342,0.140699904,0.500948774
321.1588828,15540.08354,0.1,0.059154503,0.11358336,0.750438263
321.1588828,18922.48207,0.1,0.05926808,0.103689491,0.9169434
321.1588828,13151.09997,0.1,0.059282966,0.124275296,0.626489835
309.0134179,9193.52846,0.1,0.059285628,0.147688063,0.460557131
325.207371,14711.61588,0.1,0.059302233,0.116659834,0.709544433
329.2558593,35377.78456,0.15,0.059358482,0.169467045,0.823201353
321.1588828,19507.54431,0.1,0.05948458,0.10174925,0.95861201
309.0134179,14026.97696,0.1,0.05951712,0.120011833,0.669196995
329.2558593,39259.59166,0.15,0.059528152,0.155647381,0.941246086
304.9649297,11269.26127,0.1,0.059585257,0.133644887,0.545705441
313.0619062,10275.33882,0.1,0.059618884,0.139632271,0.5046795
317.1103945,12354.77471,0.1,0.059644701,0.128349274,0.587374279
329.2558593,16408.04934,0.1,0.059656993,0.110488388,0.793663182
329.2558593,17276.13796,0.1,0.059666857,0.10797312,0.834946455
325.207371,30452.82648,0.15,0.059672016,0.187505013,0.706609295
321.1588828,15591.61819,0.1,0.059718332,0.113238123,0.752649952
309.0134179,9338.386785,0.1,0.059745597,0.14641286,0.464470685
325.207371,18137.29647,0.1,0.059750255,0.105678292,0.876365464
313.0619062,13285.35407,0.1,0.059798124,0.123660228,0.629510671
313.0619062,14820.99277,0.1,0.059848982,0.116238123,0.712034576
341.4013242,37190.46717,0.15,0.059893863,0.161921479,0.88315439
321.1588828,18973.86253,0.1,0.059910022,0.10359151,0.917779593
337.3528359,33032.45642,0.15,0.059940619,0.177454271,0.766373773
313.0619062,14132.20369,0.1,0.06004743,0.119506131,0.671938154
309.0134179,11470.91185,0.1,0.06007109,0.132780546,0.549157042
309.0134179,10424.8953,0.1,0.060091084,0.138599486,0.508339427
313.0619062,12494.28229,0.1,0.060144496,0.127628375,0.590592967
333.3043476,19512.76534,0.1,0.06014958,0.101701897,0.959042064
304.9649297,9512.17504,0.1,0.060204214,0.14518147,0.468311025
313.0619062,16482.93577,0.1,0.060239411,0.110219091,0.795535087
313.0619062,17348.67975,0.1,0.060268636,0.107766165,0.83649328
313.0619062,15709.04775,0.1,0.060282436,0.112900938,0.754821258
300.9164414,13396.62548,0.1,0.060312503,0.123062028,0.632474866
329.2558593,35541.27049,0.15,0.060355459,0.168888349,0.825966589
317.1103945,18165.72929,0.1,0.060372653,0.105528827,0.877562098
313.0619062,14933.89007,0.1,0.060395635,0.115826744,0.714479028
313.0619062,19005.15912,0.1,0.060554543,0.103495317,0.918601444
317.1103945,11672.53243,0.1,0.060555749,0.131942377,0.552543974
300.9164414,10618.52664,0.1,0.060561985,0.137599756,0.511930894
349.4983007,39290.95482,0.15,0.060562453,0.155487349,0.942192726
304.9649297,14249.97232,0.1,0.060577336,0.119013404,0.674628955
333.3043476,30690.27616,0.15,0.060625155,0.186329007,0.71099528
300.9164414,12617.30741,0.1,0.060643329,0.126928052,0.593751764
296.8679531,9701.454603,0.1,0.060661492,0.143991607,0.472080328
333.3043476,19539.23344,0.1,0.06081802,0.101655343,0.959464955
329.2558593,16571.70533,0.1,0.060822782,0.109955571,0.797374193
304.9649297,13500.11729,0.1,0.060826224,0.122479855,0.635384732
309.0134179,15798.2246,0.1,0.060847019,0.112571399,0.756954087
300.9164414,8887.953751,0.1,0.06085461,0.151226634,0.433158273
321.1588828,17431.61767,0.1,0.060871927,0.107563391,0.838013427
333.3043476,37341.52547,0.15,0.060908262,0.161577814,0.884991903
329.2558593,33275.42038,0.15,0.060915354,0.176622125,0.769917313
325.207371,15048.22541,0.1,0.060942368,0.115425182,0.716879855
325.207371,18248.45569,0.1,0.060997222,0.105382186,0.878738521
296.8679531,10800.01052,0.1,0.061031636,0.136631393,0.515456208
304.9649297,11805.27135,0.1,0.061039309,0.13112906,0.555868592
313.0619062,14360.00217,0.1,0.06110699,0.118533008,0.677271579
300.9164414,9845.782056,0.1,0.061117453,0.142841117,0.475780761
309.0134179,12746.06276,0.1,0.061141301,0.12624728,0.596853003
329.2558593,19036.53556,0.1,0.061202014,0.10340081,0.919409783
300.9164414,9018.910681,0.1,0.06129683,0.149861402,0.437005102
321.1588828,13616.68155,0.1,0.061339418,0.121912916,0.638242519
329.2558593,35646.09132,0.15,0.061349124,0.168333901,0.828630754
329.2558593,16665.22303,0.1,0.061407352,0.109697529,0.799182158
304.9649297,15891.86524,0.1,0.061412295,0.112249117,0.759050296
317.1103945,17483.6831,0.1,0.061477017,0.107364571,0.839508316
304.9649297,15148.24603,0.1,0.061489368,0.115032944,0.719239067
325.207371,19568.77623,0.1,0.061490336,0.101609537,0.959881127
313.0619062,10960.71701,0.1,0.061500093,0.135692806,0.518917635
309.0134179,11954.54538,0.1,0.061521852,0.13033935,0.559133201
309.0134179,9960.246796,0.1,0.061572128,0.141727972,0.479414476
341.4013242,30936.44262,0.15,0.061576317,0.185205698,0.715231949
333.3043476,39353.88248,0.15,0.061592776,0.155333526,0.943103446
317.1103945,18288.21225,0.1,0.061624299,0.105238211,0.879895874
317.1103945,14430.53514,0.1,0.06163655,0.11806433,0.679868145
317.1103945,12916.90131,0.1,0.061638523,0.125585087,0.599898959
292.8194648,9127.432754,0.1,0.061737756,0.148542804,0.440783626
309.0134179,13731.38138,0.1,0.061852221,0.121360456,0.641050418
309.0134179,19056.62833,0.1,0.061852833,0.103307889,0.920205423
345.4498124,33519.25162,0.15,0.061887253,0.175825765,0.773335943
349.4983007,37458.74571,0.15,0.0619189,0.161247886,0.886761291
304.9649297,11098.85025,0.1,0.061967421,0.134782492,0.522317408
325.207371,15976.05017,0.1,0.061978494,0.111933719,0.761111691
325.207371,16797.58983,0.1,0.061993389,0.109444676,0.8009606
300.9164414,12098.63971,0.1,0.06200347,0.12957207,0.562340056
309.0134179,10144.50261,0.1,0.062025557,0.140650261,0.482983602
317.1103945,15238.57923,0.1,0.062036831,0.114649561,0.721558619
309.0134179,17566.46285,0.1,0.062084215,0.107169491,0.840979335
304.9649297,13049.95589,0.1,0.06213511,0.124940553,0.602891853
304.9649297,14499.4928,0.1,0.062166189,0.117606784,0.682420721
329.2558593,19576.47166,0.1,0.062166996,0.101564432,0.960291014
300.9164414,9241.630854,0.1,0.062177401,0.147268418,0.444495789
321.1588828,18337.41984,0.1,0.062254244,0.105096747,0.881035269
345.4498124,35769.22554,0.15,0.062339344,0.167802256,0.831198894
333.3043476,28687.78109,0.15,0.062341445,0.194731322,0.662124302
317.1103945,13853.36079,0.1,0.06236478,0.120821758,0.643810567
296.8679531,11212.69932,0.1,0.062433693,0.133899033,0.525657716
296.8679531,10297.00518,0.1,0.062477786,0.139606185,0.486490248
313.0619062,12249.62126,0.1,0.062484258,0.128826105,0.565491365
317.1103945,19089.87412,0.1,0.062507423,0.103216455,0.920989159
329.2558593,31199.00452,0.15,0.062525225,0.184131878,0.719325569
304.9649297,16065.61343,0.1,0.062545856,0.111624848,0.763140035
325.207371,16892.69948,0.1,0.062581171,0.109196733,0.8027111
321.1588828,15345.09139,0.1,0.062584966,0.114274583,0.723840419
313.0619062,9395.544285,0.1,0.062615786,0.146035965,0.448143537
337.3528359,39385.00929,0.15,0.062619116,0.155185551,0.943980223
313.0619062,13147.12152,0.1,0.062631188,0.124312806,0.605833852
317.1103945,17637.64653,0.1,0.062693848,0.10697794,0.842427842
313.0619062,14590.49747,0.1,0.062696085,0.117159816,0.684931321
317.1103945,19586.9438,0.1,0.062848504,0.101519981,0.960695043
337.3528359,33739.98836,0.15,0.062856129,0.175063047,0.776635457
325.207371,13963.72979,0.1,0.06287725,0.120296139,0.64652505
313.0619062,18409.90059,0.1,0.062887443,0.104957645,0.882157803
313.0619062,11415.36871,0.1,0.062898987,0.133041089,0.528940712
341.4013242,37552.04977,0.15,0.062925724,0.160930895,0.888466142
300.9164414,10445.79955,0.1,0.062928869,0.138594045,0.489936496
309.0134179,12399.80871,0.1,0.062964323,0.128100402,0.568589288
309.0134179,9555.794148,0.1,0.063052939,0.144843297,0.451728808
304.9649297,16152.48752,0.1,0.06311464,0.111322161,0.765137054
321.1588828,13275.48011,0.1,0.063126889,0.123701015,0.608727075
321.1588828,15442.58746,0.1,0.063133994,0.113907579,0.726086333
329.2558593,19105.63378,0.1,0.063166239,0.103126413,0.921761777
309.0134179,16993.40357,0.1,0.063170999,0.108953432,0.804435206
313.0619062,14704.83682,0.1,0.06322643,0.116722892,0.687401914
325.207371,28983.27212,0.15,0.063265951,0.19333963,0.666807071
309.0134179,17738.38063,0.1,0.063306269,0.106789715,0.843855172
325.207371,35874.4234,0.15,0.063326017,0.167292072,0.833675792
317.1103945,11613.02613,0.1,0.06336339,0.132207393,0.532168509
309.0134179,10600.37149,0.1,0.063378869,0.137612236,0.493324402
325.207371,14087.08181,0.1,0.063389795,0.11978295,0.649195905
304.9649297,12539.52585,0.1,0.063443778,0.12739396,0.57163594
329.2558593,31517.37997,0.15,0.063471636,0.183104559,0.7232822
296.8679531,9738.676514,0.1,0.063488898,0.143688389,0.455253535
321.1588828,18483.6854,0.1,0.063524308,0.10482076,0.883264553
333.3043476,19592.16964,0.1,0.063535402,0.101476136,0.961093638
317.1103945,13387.32658,0.1,0.063622355,0.123104395,0.611573594
345.4498124,39443.99912,0.15,0.063641489,0.155043091,0.944824914
304.9649297,15544.36886,0.1,0.063684149,0.113548135,0.728298186
304.9649297,16210.40358,0.1,0.063685116,0.111025324,0.76710444
317.1103945,14800.33006,0.1,0.063757424,0.116295503,0.689834427
313.0619062,17068.9811,0.1,0.063763192,0.108714513,0.806134442
337.3528359,33939.8083,0.15,0.063821823,0.17433197,0.779821396
309.0134179,11785.18296,0.1,0.063826996,0.131396745,0.535343181
309.0134179,10793.82491,0.1,0.063827853,0.136659244,0.496655992
309.0134179,19156.12482,0.1,0.063829772,0.103037669,0.922524052
313.0619062,14178.12886,0.1,0.063902588,0.11928157,0.651825125
325.207371,17781.39848,0.1,0.06392185,0.106604619,0.845262638
309.0134179,12685.94361,0.1,0.063922741,0.12670583,0.574633392
304.9649297,9861.013816,0.1,0.063923708,0.142569333,0.458719635
349.4983007,37622.65648,0.15,0.063928703,0.160626092,0.890109834
317.1103945,13483.77,0.1,0.064117734,0.122522195,0.614375437
321.1588828,18553.2503,0.1,0.064165283,0.104685948,0.884356583
321.1588828,29278.43028,0.15,0.064188589,0.19200959,0.671340471
333.3043476,19618.63774,0.1,0.064228278,0.101432852,0.961487219
309.0134179,15627.03145,0.1,0.064235681,0.113195856,0.73047777
321.1588828,16323.69828,0.1,0.064257577,0.11073402,0.769043855
296.8679531,10952.05376,0.1,0.064275899,0.135733638,0.499933266
321.1588828,14905.95704,0.1,0.064289283,0.115877163,0.692230748
313.0619062,11891.72445,0.1,0.064289905,0.130608009,0.538466766
333.3043476,36017.14034,0.15,0.064309062,0.166802095,0.836065982
300.9164414,9986.929023,0.1,0.064357419,0.141484325,0.46212901
321.1588828,17129.1782,0.1,0.064358089,0.108479724,0.807810304
317.1103945,12831.80277,0.1,0.064401341,0.12603511,0.577583675
337.3528359,31738.35097,0.15,0.064415334,0.182120959,0.727107694
313.0619062,14289.72571,0.1,0.064415815,0.118791407,0.654414665
325.207371,19177.39101,0.1,0.064498551,0.10295013,0.923276754
313.0619062,17889.76975,0.1,0.064540993,0.106422458,0.846651539
309.0134179,13586.70426,0.1,0.064613185,0.121953699,0.617134592
341.4013242,39482.28965,0.15,0.064659932,0.154905834,0.94563926
317.1103945,11085.82119,0.1,0.06472309,0.134834063,0.50315819
313.0619062,12064.23181,0.1,0.064752227,0.129840107,0.541541264
337.3528359,34110.87764,0.15,0.064784205,0.173630671,0.782899052
321.1588828,15713.63154,0.1,0.064788853,0.112850355,0.732626849
309.0134179,10164.16496,0.1,0.064790092,0.140431666,0.465483547
309.0134179,18592.3114,0.1,0.064810844,0.10455307,0.885434952
309.0134179,15021.49419,0.1,0.064822232,0.115467403,0.694592734
325.207371,16417.15123,0.1,0.06483233,0.110447939,0.770956937
304.9649297,12974.92899,0.1,0.064879713,0.125380946,0.58048878
325.207371,19628.17944,0.1,0.06492777,0.101390082,0.961876206
333.3043476,37743.99687,0.15,0.06492783,0.16033278,0.891695554
317.1103945,14382.28218,0.1,0.06492967,0.118311894,0.656966444
