temperature,pressure,q,enth_mol,entr_mol,vol_mol
381.7152,985352.0,0.0,4389.127616379753,11.71092210655967,9.990703414985e-05
363.8354,2740744.0,0.0,1720.1409539116728,4.087286798521578,9.704543870120327e-05
458.3729,1602751.0,0.0,17310.39442120831,42.332530898700156,0.00011450018302143333
438.8167,2178909.0,0.0,13839.364077592898,34.45128157934385,0.00010966796583189595
332.3409,3357473.0,0.0,-2876.4219968994526,-9.289586781637217,9.298250438585628e-05
427.2418,3936250.0,0.0,11897.019619805076,29.52696479832058,0.00010673535764914798
383.1499,2886560.0,0.0,4694.987690349391,12.014435522901545,9.974199420597419e-05
379.5968,3450769.0,0.0,4166.435049176884,10.481420374139654,9.911727768724331e-05
366.3946,4618693.0,0.0,2197.4317768442534,4.895257663309303,9.709057651588591e-05
471.1032,1976885.0,0.0,19656.4822641176,47.287276790429814,0.00011773654686076652
449.96,2073145.0,0.0,15797.63976288267,38.8843589111698,0.00011218482736830583
341.917,1448134.0,0.0,-1595.3896064239707,-4.959161693266451,9.438253632113933e-05
524.3362,3118741.0,0.0,30473.31320645475,68.71179531520815,0.00014009885126071308
314.8476,4691233.0,0.0,-5266.028433250262,-17.053706734155607,9.083896175624437e-05
544.3043,4730089.0,0.0,34807.59915738513,76.38509934107518,0.0001511799045400806
427.0165,4410334.0,0.0,11872.295365325865,29.35071991064025,0.00010654008827168074
453.6879,1041177.0,0.0,16462.15748207245,40.61294514042329,0.00011363531894253116
527.7539,3809124.0,0.0,31088.049873809683,69.69643265766231,0.0001402493087115942
512.8514,3235960.0,0.0,27883.78949846502,63.68839134385265,0.00013237470303361623
496.5987,1471721.0,1.0,45744.31618336368,102.22454382435991,0.0022972269986160847
441.625,3903640.0,0.0,14358.172460378453,35.20037123726881,0.00010954763979639708
488.2166,2896373.0,0.0,22897.031596733785,53.813249306440035,0.00012236663877616366
549.3753,2077244.0,1.0,53099.88938790979,113.94256912033146,0.001805486437330758
431.8003,4871352.0,0.0,12694.276853671312,31.15017180476405,0.00010727216820864726
294.7728,3324693.0,0.0,-8085.618097769586,-25.903190697893113,8.878991369012794e-05
485.2427,4031891.0,0.0,22280.66992783708,52.26390326544065,0.0001203320601017382
394.6244,1360315.0,0.0,6447.188718429113,16.915616652040747,0.00010183108861480406
473.5912,3356583.0,0.0,20097.613401020673,47.87772631719673,0.00011743845847601778
527.1648,4430278.0,0.0,30812.777824275367,69.01083461498482,0.00013788385739664418
490.858,243095.0,1.0,47118.256176949515,118.78885401102984,0.016335228713452127
365.9046,1211453.0,0.0,1961.3019092430823,5.156095058875347,9.757927077643682e-05
472.7805,563213.0,1.0,44072.84315419022,105.80211816110013,0.006463530225021838
