temperature,pressure,mole_frac_benzene,mole_frac_toluene,enth_mol,entr_mol,q
561.8352,115387.0,0.7462363008220116,0.25376369917798836,58859.65538554672,150.24832310592507,1.0
415.779,153130.0,0.4021773262537489,0.5978226737462511,37592.35531846576,102.75382412568848,1.0
293.0808,402641.0,0.4065296277056205,0.5934703722943795,-12578.20493478381,-32.18747592095384,0.0
429.2119,351715.0,0.7327226318827449,0.2672773681172551,38801.360763116056,100.68478513973209,1.0
666.2765,32195.0,0.7188583795251013,0.28114162047489866,77152.82651934488,190.7201805795205,1.0
371.3476,389084.0,0.5272229021127388,0.4727770978872612,385.031742834826,6.8584172686703715,0.0
653.6813,521649.0,0.787680401814832,0.212319598185168,73881.55758870443,162.4464685582823,1.0
416.7764,221772.0,0.7332588717364592,0.2667411282635408,37511.71393366632,101.24059259130519,1.0
207.5039,589283.0,0.598307482594381,0.40169251740561895,-22862.04343002136,-75.29166702763565,0.0
484.9546,76737.0,0.46271689481403394,0.5372831051859661,47747.195548071395,131.51573471775134,1.0
394.0116,119208.0,0.42903857565451153,0.5709614243454885,34810.93591238171,98.16099199376072,1.0
332.8075,543730.0,0.5393066500723613,0.46069334992763866,-5724.037860633725,-10.566148262594483,0.0
617.2914,382423.0,0.7113108623418753,0.28868913765812465,68117.78849773467,156.23340447430377,1.0
670.9956,165387.0,0.7025060342590488,0.2974939657409512,78047.40002760808,178.55467169809333,1.0
570.03,213379.0,0.7368780441389073,0.26312195586109266,60124.37472051512,147.46048775943194,1.0
505.4166,702290.0,0.20149281210127234,0.7985071878987277,50321.63673801671,115.75659952491493,1.0
633.6915,395851.0,0.41852909224007484,0.5814709077599252,73109.31015312257,163.1519624164701,1.0
471.593,267222.0,0.7272351303697355,0.2727648696302645,44887.66301930323,116.37225595420482,1.0
500.9519,469298.0,0.21559294319394573,0.7844070568060543,50064.12117515121,118.55312623053531,1.0
626.1381,753361.0,0.20110580444870643,0.7988941955512936,72732.028710663,154.878255143928,1.0
609.0555,576769.0,0.27758927190638283,0.7224107280936172,69144.6233003761,152.30234521364167,1.0
269.8791,484024.0,0.32377027841533484,0.6762297215846651,-16524.03284207032,-46.18920358819654,0.0
549.8028,353044.0,0.32138100528418034,0.6786189947158197,58371.713997090024,138.1844047710039,1.0
551.6393,297034.0,0.417082051490099,0.582917948509901,58378.93729556234,140.5987634270415,1.0
240.3287,62270.0,0.5971167011774321,0.4028832988225679,-18562.601678057832,-55.83172418724331,0.0
366.3727,543605.0,0.3922392047477589,0.607760795252241,-1124.0107362548067,2.539658922369103,0.0
345.7904,738297.0,0.6009538765933303,0.3990461234066697,-3331.0098055372896,-3.795428385374263,0.0
627.0397,388356.0,0.20351266482783104,0.796487335172169,73350.44661661607,161.203074196807,1.0
478.465,663652.0,0.20398220294213443,0.7960177970578656,45790.65919517026,107.00684036051167,1.0
646.0513,258152.0,0.3416746902541335,0.6583253097458666,76202.97750663786,170.80182509364363,1.0
423.0932,815277.0,0.4010958343478691,0.5989041656521309,8992.245034978245,28.141108236581577,0.0
372.0248,144168.0,0.4969006565022001,0.5030993434978,333.42749371315267,6.799581133692089,0.0
588.859,677241.0,0.632254927602948,0.367745072397052,63288.120145312365,143.6866435075763,1.0
638.587,251305.0,0.3585424024798902,0.6414575975201098,74639.83527866016,168.75315761602405,1.0
253.0154,612415.0,0.5930419888799829,0.40695801112001706,-16851.91269734366,-49.04862347297192,0.0
197.287,345623.0,0.7226032428575169,0.27739675714248313,-23184.385267114714,-79.48808535097963,0.0
547.0379,58850.0,0.28434333337674417,0.7156566666232558,58507.30742694131,152.59079269768023,1.0
196.4551,435682.0,0.2122865659189624,0.7877134340810377,-27520.440515460854,-93.37426468290064,0.0
511.0222,283142.0,0.3651307225810656,0.6348692774189344,51740.135375348604,127.96433874157199,1.0
610.3821,646847.0,0.6098755600646728,0.3901244399353272,67255.83421967019,150.64225309607485,1.0
312.5156,515713.0,0.5386545152854503,0.4613454847145497,-8812.42905766891,-20.128114180445483,0.0
327.3839,410053.0,0.35975168472194075,0.6402483152780593,-7662.907223038478,-16.385685781860165,0.0
292.8956,155549.0,0.6412855764640295,0.3587144235359705,-11006.034012203434,-27.93535603004763,0.0
378.15,657309.0,0.26687515834750986,0.7331248416524901,283.73244136229806,5.523866491433564,0.0
572.8539,137566.0,0.20133658446781105,0.798663415532189,63392.09841986509,153.02855422060333,1.0
355.844,508895.0,0.7685755169388897,0.2314244830611103,-843.3479833753084,2.1432047850187126,0.0
663.3507,678861.0,0.7695879199537128,0.23041208004628722,75634.62539459822,163.08979602024485,1.0
231.8334,777869.0,0.49949313057187633,0.5005068694281236,-20422.44863610809,-62.81077857296808,0.0
265.1896,107590.0,0.45098052629650387,0.5490194737034961,-16279.941103678559,-45.48819853355061,0.0
254.9056,845798.0,0.24897955815538847,0.7510204418446116,-19181.18534461918,-56.49499345115755,0.0
406.4962,596670.0,0.5889474970274771,0.41105250297252294,6687.684328887945,22.93179830612379,0.0
529.2883,537129.0,0.5471709273565817,0.4528290726434183,53742.509009969945,128.18385836951117,1.0
615.1535,141571.0,0.3453753377604649,0.6546246622395351,70404.8098575733,166.57816088266904,1.0
596.9093,492257.0,0.7604802977030436,0.2395197022969564,64176.74255898456,147.53554425902234,1.0
217.6325,285588.0,0.2928150536121305,0.7071849463878694,-24021.158166412166,-76.87383291473468,0.0
619.8388,86183.0,0.44161552930510267,0.5583844706948973,70695.96268877634,171.98438909792148,1.0
604.9042,743118.0,0.7756765184224226,0.22432348157757742,65180.38883246323,145.84171750767197,1.0
459.3106,602228.0,0.6989606823757317,0.3010393176242683,42413.085070240726,104.7518854583071,1.0
557.3481,597655.0,0.5796970286007185,0.4203029713992815,58222.66174621255,135.72216953276504,1.0
495.9987,61035.0,0.6008227979092946,0.3991772020907054,49127.653351147914,137.0258699886915,1.0
193.6451,701424.0,0.24413842133416197,0.755861578665838,-27618.784963003396,-94.23528562874081,0.0
350.2602,653702.0,0.3592271715963934,0.6407728284036066,-3972.9438772397184,-5.571157522746553,0.0
558.3624,814930.0,0.2261794945888025,0.7738205054111975,59525.75927430518,132.36679896908484,1.0
606.2911,356466.0,0.5573684187068089,0.44263158129319113,67179.13334663256,155.18892105466506,1.0
